Order ID,Order Date,Delivery Date,Customer Name,Customer Type,Customer Age,Region,County,City,Branch,Sales Rep,Lead Source,Car Make,Car Model,Vehicle Type,Vehicle Year,Fuel Type,Transmission,Color,Units Sold,Unit Selling Price,Unit Cost,Discount,Delivery Fee,Logistics Cost,Payment Method,Payment Status,Delivery Status,Customer Rating,Review Count,Returned,Revenue Recorded
ORD1096,null,6/10/2025,Aisha Mutua,N.G.O,31,Western,Kakamega,Kakamega,Kakamega,Mary,Website,Toyota,Prado Tx,SUV,null,petrol,automatic,black,1,7231000,6304000,3%,115000,122000,M-PESA,paid,delivered,3,41,NO,7129070
ORD1097,null,3/16/2026,Carol Wanjiku,Car Dealer,28,Rift Valley,Nakuru,Nakuru,Nakuru,Brian Otieno,Phone Call,Subaru,Outback,WAGON,2017,diesel,automatic,green,1,3369000,0,15%,141000,204000,CHEQUE,paid,delivered,2.5,20,NO,3004650
LC1098,null,null,Linda Achieng,N.G.O,56,Mombasa,Mombasa,Mombasa,Mombasa,Mary WanjiKu,Phone Call,Mazda,Axela,SEDAN,202A,petrol,automatic,silver,1,1819000,1532000,15%,150000,203000,CHEQUE,paid,completed,4.2,20,NO,null
ORD1099,null,null,Not Provided,Retail,65,Eastern,Machakos,Athi River,Athi River,Faith Achieng,Walk-In,Subaru,Outback,WAGON,2016,diesel,automatic,black,1,3715000,2969000,5%,845000,174000,CASH,paid,delivered,2.5,null,NO,3698250
CAR1100,null,5/20/2026,Mercy Nyambura,N.G.O,56,Central,Kiambu,Thika,Thika,Samuel Mutua,Phone Call,Mazda,Demio,HATCHBACK,2016,diesel,automatic,silver,2,1346000,1090000,10%,37000,48000,ASSET FINANCING,pending,on the way,4,18,YES,2459800
CAR1101,null,5/14/2026,Carol Njeri,Government,50,Coast,Mombasa,Mombasa,Mombasa,Brian Otieno,Website,Toyota,Land Cruiser,SUV,2015,petrol,automatic,white,2,12378000,9527000,0.03,113000,146000,M-PESA,partially paid,in-transit,3.4,21,NO,24126320
LCL1102,null,null,Victor Ochieng,Individual,68,Coast,Mombasa,Mombasa,Mombasa,Grace Njeri,Instagram,Honda,Vezel,CROSSOVER,2018,petrol,automatic,silver,1,2789000,null,20%,40000,40000,CASH,paid,delayed,3.2,4,YES,2270200
ORD1103,4/10/2026,4/30/2026,Aisha Mutua,Corporate,64,Nyanza,Kisumu,Kisumu,Kisumu,Brian Otieno,Website,Toyota,Harrier,SUV,2021,petrol,automatic,green,1,4904000,4288000,0.12,59000,74000,CHEQUE,completed,delivered,1,6,Not Provided,4374520
LC1104,null,null,Daniel Maina,Corporate,55,Rift Valley,Nakuru,Nakuru,Nakuru,Mary Wanjiku,Walk-In,Isuzu,D-Max,PICKUP,2023,hybrid,automatic,red,1,4302000,3753000,3%,42000,38000,BANK TRANSFER,paid,in-transit,3,10,Not Provided,4214940
Not Provided,3/11/2026,3/28/2026,Peter Nyambura,Company,27,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Brian Otieno,Instagram,Toyota,Harrier,SUV,2020,petrol,automatic,silver,1,4049000,3282000,0.05,60000,105000,BANK,pending,at the yard,4,21,YES,3906550
CAR1106,3/25/2026,null,Hassan Ochieng,Individual,46,Coast,Mombasa,Mombasa,Mombasa,Mary Wanjiku,Facebook,Mercedes Benz,E250,SEDAN,2017,diesel,automatic,silver,3,5985000,5233000,7,51000,90000,CHEQUE,paid,delivered,2.5,15,NO,16749149
Not Provided,1/10/2025,null,Winnie Achieng,Government,60,Coast,Mombasa,Mombasa,Mombasa,Samuel Mutua,Instagram,Toyota,Fielder,WAGON,2025,petrol,automatic,white,3,1636000,1295000,15%,90000,138000,M-PESA,completed,cancelled,2.4,16,YES,4261800
CAR1108,5/3/2025,3/30/2025,Kevin Mohamed,Car Dealer,51,Nairobi,Nairobi,Nairobi,Main,Grace Njeri,Walk-In,Toyota,Hilux,PICKUP,2018,petrol,automatic,white,1,4894000,4313000,null,160000,114000,LOAN,partially paid,delivered,3,34,NO,4319900
ORD1109,null,null,Brian Wafula,Car Dealer,37,Coast,Mombasa,Mombasa,Mombasa,Mary,Walk-In,Mercedes Benz,E250,SEDAN,2019,petrol,automatic,pearl,1,7033000,5892000,null,42000,55000,CHEQUE,paid,in-transit,3.8,11,NO,6367500
ORD1110,6/10/2025,7/4/2025,Brian Mohamed,Individual,35,Central,Kiambu,Thika,Thika,Faith Achieng,Tender,Nissan,Navara,PICKUP,2017,petrol,manual,white,2,4388000,3778000,10%,162000,159000,CASH,pending,in-transit,4.5,8,YES,8499200
ORD1111,11/2/2025,11/29/2025,Hassan Mutua,Car Dealer,49,Central,Kiambu,Thika,Thika,Kevin Mwangi,Facebook,Volkswagen,Tiguan,SUV,2018,petrol,automatic,green,1,4943000,4111000,null,111000,128000,LOAN,paid,delivered,4.7,7,YES,4955140
LCL1112,null,3/6/2026,James Chebet,Car Dealer,33,Nyanza,Kisumu,Kisumu,Kisumu,Mercy  Atieno,Facebook,Mitsubishi,Pajero,SUV,2019,petrol,automatic,white,1,5268000,4117000,10%,52000,73000,CASH,paid,delivered,3.9,8,YES,4793200
ORD1113,null,1/4/2025,Kevin Kariuki,N.G.O,44,Coast,Mombasa,Mombasa,Mombasa,Faith Achieng,Facebook,Toyota,Corolla,SALOON,2015,petrol,automatic,white,1,1691000,1452000,null,169000,null,LOAN,completed,delivered,2.1,33,NO,1780000
ORD1114,10/19/2025,11/15/2025,Hassan Mwangi,Government,23,Rift Valley,Eldoret,Eldoret,Eldoret,Kevin,Website,Mazda,Atenza,SEDAN,2023,petrol,automatic,blue,5,2565000,2330000,null,170000,191000,BANK TRANSFER,pending,in-transit,4.3,2,YES,14282500
ORD1115,3/13/2026,4/9/2026,Joy Chebet,Car Dealer,121,Nairobi,Nairobi,Nairobi,Nairobi,Brian Otieno,Website,Toyota,Hiace,VAN,2025,petrol,automatic,blue,1,5377000,4429000,0%,73000,116000,CHEQUE,paid,at the yard,4,4,NO,5450000
LCL1116,3/16/2026,4/9/2026,Aisha Wafula,Government,45,Rift Valley,Nakuru,Nakuru,Nakuru,Aisha Mohamed,Phone Call,Toyota,Fielder,WAGON,2025,petrol,automatic,green,1,1876000,1669000,0,86000,119000,CASH,pending,delivered,4.7,10,NO,1962000
LC1117,8/24/2025,null,Mary Nyambura,Corporate,30,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Daniel Kimani,Phone Call,Toyota,Harrier,SUV,2024,hybrid,automatic,white,1,4205000,3246000,0 %,100000,140000,LOAN,paid,in-transit,4.1,19,NO,4307000
LCL1118,12/1/2025,12/13/2025,Grace Otieno,Government,45,Central,Kiambu,Thika,Thika,Kevin Mwangi,Referral,Subaru,Outback,WAGON,2015,petrol,automatic,green,1,4018000,3654000,12%,67000,99000,CASH,paid,at the yard,2.9,32,NO,3602840
ORD1119,6/13/2026,null,Linda Omondi,N.G.O,37,Central,Kiambu,Thika,Thika,Daniel Kimani,Facebook,Toyota,LC200,SUV,2022,diesel,automatic,green,1,12281000,10910000,15 %,120000,128000,ASSET FINANCING,paid,in-transit,2.3,1,YES,10558850
ORD1120,6/3/2026,null,Victor Mwangi,N.G.O,50,Central,Kiambu,Thika,Thika,Grace Njeri,Referral,Mazda,Demio,HATCHBACK,2016,diesel,automatic,green,1,1320000,1159000,null,90000,108000,M-PESA,paid,cancelled,3.5,37,NO,1252600
LCL1121,10/15/2025,null,James Mohamed,Government,null,Coast,Mombasa,Mombasa,Mombasa,Aisha Mohamed,Instagram,Nissan,X-Trail,SUV,2016,petrol,automatic,green,2,3019000,2414000,null,40000,63000,M-PESA,partially paid,delayed,3.5,14,NO,4655070
ORD1122,7/31/2025,8/4/2025,Faith Muthoni,Corporate,42,Central,Kiambu,Thika,Thika,Brian,Walk-In,Isuzu,N-Series,TRUCK,2016,petrol,manual,green,1,4916000,4095000,3,132000,141000,M-PESA,completed,delivered,3.7,28,Not Provided,4900520
ORD1123,3/8/2026,4/4/2026,Kevin Mutua,Corporate,50,Kisumu,Kisumu,Kisumu,Kisumu,Aisha  Mohamed,Walk-In,Toyota,Hiace,VAN,2026,hybrid,manual,white,1,5054000,4030000,5 %,177000,133000,CHEQUE,partially paid,in-transit,2.1,3,NO,4978300
ORD1124,null,null,James Kariuki,N.G.O,67,Central,Kiambu,Thika,Thika,Samuel Mutua,Referral,Mitsubishi,Canter ,TRUCK,2020,hybrid,automatic,white,1,3544000,3151000,3%,130000,null,BANK TRANSFER,pending,delivered,2.5,5,NO,3565680
CAR1125,null,null,,Car Dealer,49,Kisumu,Kisumu,Kisumu,Kisumu,Daniel Kimani,Facebook,Toyota,Harrier,SUV,2023,petrol,automatic,pearl,1,4807000,4189000,12,105000,121000,ASSET FINANCING,pending,done,4.4,1,NO,4335160
CAR1086,4/8/2026,null,Mercy Mugambi,N.G.O,53,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Mary Wanjiku,Instagram,Mazda,CX5,SUV,2024,petrol,automatic,blue,1,3422000,2880000,0%,99000,null,CASH,paid,at the yard,3.1,28,NO,3521000
Not Provided,2/23/2025,5/2/2025,Not Provided,Government,33,Mt Kenya,Kiambu,Thika,Thika,Faith Achieng,Website,Toyota,Harrier,SUV,2016,hybrid,automatic,pearl,3,4183000,3678000,15,50000,86000,CASH,partially paid,cancelled,5,null,YES,10716650
LCL1128,4/3/2025,4/12/2025,Joseph Achieng,Car Dealer,47,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Mary  Wanjiku,Phone Call,Toyota,Hiace,VAN,2019,hybrid,automatic,black,2,5366000,4418000,12%,123000,168000,ASSET FINANCING,cancelled,cancelled,4.7,16,NO,9567160
LCL1129,2/28/2026,null,Victor Mwangi,Government,25,Coast,Mombasa,Mombasa,Mombasa,Kevin Mwangi,Instagram,Honda,CR-V,SUV,2025,petrol,automatic,red,2,null,3034000,2%,125000,142000,CASH,paid,delayed,4.5,13,NO,3832560
ORD1130,null,null,Faith Kiptoo,N.G.O,null,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Mercy  Atieno,Website,Mitsubishi,Outlander,SUV,2018,hybrid,automatic,silver,1,3103000,2500000,0%,85000,133000,M-PESA,paid,in-transit,4.3,8,NO,2869200
CAR1131,null,null,Victor Kiptoo,N.G.O,58,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Mercy Atieno,Tender,Mitsubishi,Outlander,SUV,2016,diesel,automatic,red,1,2971000,2589000,12%,146000,null,RTGS,paid,delivered,3.1,0,YES,2760480
ORD1132,7/29/2025,null,Mary Mugambi,Corporate,27,Western,Kakamega,Kakamega,Kakamega,Faith Achieng,Facebook,Nissan,Juke,CROSSOVER,2023,diesel,automatic,white,1,1861000,1483000,3 %,140000,166000,M-PESA,paid,in-transit,4.9,11,NO,1945170
ORD1133,null,5/11/2026,John Kariuki,N.G.O,66,Rift Valley,Nakuru,Nakuru,Nakuru,Aisha  Mohamed,Whatsapp,Toyota,Land Cruiser,SUV,2026,hybrid/petrol,automatic,pearl,4,6468000,5806000,5%,20000,47000,ASSET FINANCING,paid,delivered,4.2,35,NO,49194800
CAR1134,5/17/2025,null,Grace Nyambura,Government,44,Central,Kiambu,Thika,Thika,Mary Wanjiku,Phone Call,Mazda,Axela,SEDAN,2021,diesel,automatic,black,3,1621000,1329000,0.12,138000,122000,ASSET FINANCING,paid,delivered,2.7,36,NO,4417440
LCL1135,2/23/2025,null,Brian Achieng,N.G.O,29,Rift Valley,Nakuru,Nakuru,Nakuru,Peter  Kiptoo,Referral,Toyota,Corolla,SEDAN,2026,petrol,automatic,green,1,2059000,1595000,15%,68000,54000,BANK,paid,on the way,3.9,41,NO,null
LCL1136,6/19/2026,7/11/2026,Samuel Ochieng,Government,62,Rift Valley,Nakuru,Nakuru,Nakuru,Samuel Mutua,Walk-In,Toyota,Harrier,SUV,2022,diesel,automatic,silver,1,4862000,null,12%,125000,160000,CASH,partially paid,in-transit,3.5,1,NO,4403560
LC1137,5/14/2025,6/3/2025,Victor Maina,Individual,35,Rift Valley,Nakuru,Nakuru,Nakuru,Mercy Atieno,Whatsapp,Toyota,Hilux,PICKUP,2018,petrol,automatic,blue,1,5032000,4477000,50 %,0,222000,CHEQUE,paid,delivered,3.4,25,YES,2684000
ORD1138,null,6/23/2025,John Mwangi,Corporate,31,Coast,Mombasa,Mombasa,Mombasa,Faith Achieng,Website,Mazda,CX5,SUV,2016,diesel,automatic,blue,1,3656000,3320000,0.15,91000,122000,CHEQUE,paid,in-transit,4.7,9,NO,320000
LCL1139,10/26/2025,null,Mary Omondi,Car Dealer,32,Nyanza,Kisumu,Kisumu,Kisumu,Kevin Mwangi,Tender,Isuzu,N-Series,TRUCK,2021,diesel,automatic,green,1,5385000,4889000,5,84000,100000,CASH,paid,at the yard,4.1,37,NO,5199750
LCL1140,9/8/2025,null,Grace Maina,Government,24,Western,Kakamega,Kakamega,Kakamega,KeviN Mwangi,Instagram,Honda,Fit,HATCHBACK,2020,petrol,automatic,green,2,null,1126000,10%,116000,180000,BANK TRANSFER,paid,delivered,2.2,null,NO,2411000
ORD1141,null,3/18/2025,John Nyambura,Corporate,29,Central,Kiambu,Thika,Thika,Brian Otieno,Instagram,BMW,X5,SUV,1899,diesel,automatic,blue,1,10434000,8082000,7%,150000,178000,CASH,pending,done,4.8,26,NO,9853620
ORD1142,6/6/2026,6/10/2026,Grace Achieng,N.G.O,37,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Faith Achieng,Facebook,Toyota,Land Cruiser,SUV,2021,petrol,automatic,blue,2,7763000,6904000,5%,121000,176000,CHEQUE,paid,delivered,2.1,41,NO,14870700
LCL1143,null,5/6/2025,Joseph Mwangi,N.G.O,50,Central,Kiambu,Thika,Thika,Mercy Atieno,Walk-In,Toyota,Axio,SEDAN,2017,hybrid,automatic,blue,1,1651000,1489000,12%,90000,114000,M-PESA,partially paid,completed,3.8,32,YES,1542880
ORD1144,8/23/2025,null,Linda Achieng,Government,22,Not Provided,Kiambu,Thika,Thika,Kevin Mwangi,Facebook,Subaru,Forester,SUV,null,petrol,Not Provided,null,1,3507000,2876000,12 %,120000,98000,CASH,completed,delivered,2.5,26,NO,3206160
ORD1145,null,12/1/2025,Mercy Mutua,N.G.O,59,Central,Kiambu,Thika,Thika,Aisha,Phone Call,Mercedes Benz,C200,SEDAN,2019,hybrid,automatic,green,1,4952000,null,0,167000,157000,CASH,paid,delivered,4,13,NO,null
LCL1146,7/25/2025,8/4/2025,James Omondi,Corporate,64,Western,Kakamega,Kakamega,Kakamega,Samuel Mutua,Referral,Toyota,Corolla,SEDAN,2017,petrol,manual,black,8,null,1533000,15%,47000,35000,CHEQUE,pending,at the yard,2.9,27,NO,13035000
LCL1147,null,null,John Njeri,Individual,50,Nyanza,Kisumu,Kisumu,Kisumu,Mercy Atieno,Walk-In,Mitsubishi,Pajero,SUV,2018,petrol,manual,black,1,5101000,4424000,20,80000,124000,CASH,pending,cancelled,3.5,34,NO,4160800
LC1148,7/8/2025,8/11/2025,Victor Mwangi,Individual,50,Eastern,Machakos,Mlolongo,Athi River,Brian Otieno,Phone Call,Toyota,Corolla,SEDAN,null,hybrid,automatic,white,1,1848000,1479000,7,98000,127000,ASSET FINANCING,paid,at the yard,null,25,YES,1998304
LC1149,3/10/2026,null,Faith Mwangi,Government,26,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Faith  Achieng,Phone Call,Mazda,Axela,SEDAN,2026,hybrid,automatic,silver,2,2014000,1573000,7 %,60000,50000,CHEQUE,cancelled,cancelled,null,12,NO,0
LC1150,null,null,John Otieno,N.G.O,64,Rift Valley,Nakuru,Nakuru,Nakuru,Grace Njeri,Facebook,Mitsubishi,Pajero,SUV,Not Provided,hybrid,automatic,pearl,1,5553000,4970000,5%,84000,99000,BANK TRANSFER,refunded,delivered,2.5,10,Not Provided,5359350
ORD1151,null,null,Winnie Njeri,Car Dealer,63,Eastern,Machakos,Mlolongo,Athi River,Aisha Mohamed,Facebook,Mitsubishi,Canter,TRUCK,2016,petrol,automatic,green,1,4338000,3534000,15%,119000,130000,BANK TRANSFER,cancelled,cancelled,3.5,37,NO,0
LCL1152,8/21/2025,8/30/2025,Mary Mohamed,Car Dealer,53,Eastern,Machakos,Athi River,Athi River,Peter Kiptoo,Walk-In,Honda,Vezel,CROSSOVER,1899,electric,manual,white,1,2601000,2,5,68000,103000,BANK TRANSFER,pending,delivered,2.8,32,YES,2538950
LCL1153,4/30/2025,5/13/2025,Victor Maina,Car Dealer,63,Central,Kiambu,Thika,Thika,Aisha Mohamed,Referral,Subaru,Impreza,SEDAN,2024,diesel,automatic,green,4,2023000,1653000,7%,20000,29000,ASSET FINANCING,completed,delivered,3.8,38,NO,7545559
CAR1154,null,null,Faith Mwangi,N.G.O,61,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Daniel Kimani,Whatsapp,Honda,Vezel,CROSSOVER,2024,petrol,automatic,white,1,2642000,2349000,0%,94000,null,BANK TRANSFER,paid,cancelled,2.2,12,NO,2736000
ORD1155,3/28/2025,4/16/2025,John Mutua,Corporate,68,Rift Valley,Nakuru,Nakuru,Nakuru,Samuel Mutua,Website,Mitsubishi,Canter,TRUCK,2025,petrol,automatic,black,1,3561000,3218000,10%,164000,233000,CHEQUE,cancelled,delivered,2.8,25,YES,3368900
ORD1156,null,null,James Wafula,Individual,null,Coast,Mombasa,Mombasa,Mombasa,Mary Wanjiku,Phone Call,Nissan,Juke,CROSSOVER,2021,petrol,automatic,white,1,null,1592000,0.1,163000,150000,CHEQUE,partially paid,delivered,5,27,NO,1757800
LCL1157,8/20/2025,null,Carol Ochieng,N.G.O,51,Rift Valley,Nakuru,Nakuru,Nakuru,Grace Njeri,Whatsapp,Mitsubishi,Pajero,SUV,2023,hybrid,automatic,black,null,4579000,3919000,0.05,138000,189000,BANK TRANSFER,partially paid,done,2.5,4,NO,4936855
LC1158,null,null,Mary Mohamed,Corporate,61,Nyanza,Kisumu,Kisumu,Kisumu,Grace Njeri,Instagram,Toyota,Prado Tx,SUV,2015,petrol,automatic,white,1,6845000,5632000,0.1,178000,148000,WIRE,paid,cancelled,2.8,32,NO,6338500
LCL1159,1/21/2025,null,Grace Chebet,Car Dealer,54,Coast,Mombasa,Mombasa,Mombasa,Aisha Mohamed,Tender,Toyota,Prado Tx,SUV,2015,petrol,automatic,white,1,7473000,6501000,7%,70000,129000,CHEQUE,paid,delivered,null,35,NO,7019890
CAR1160,8/1/2025,null,Joseph Maina,Individual,31,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Mary WanjiKu,Referral,Toyota,Harrier,SUV,2023,petrol,automatic,blue,2,4117000,3198000,0.1,69000,67000,CASH,completed,in-transit,2.8,37,YES,7479600
ORD1161,11/10/2025,null,Peter Maina,Individual,41,Rift Valley,Nakuru,Nakuru,Nakuru,DaniEl Kimani,Facebook,Toyota,Corolla,SALOON,2017,hybrid,manual,white,1,2147000,1830000,7%,88000,69000,ASSET FINANCING,cancelled,cancelled,2.8,41,NO,2084709
LCL1162,null,7/15/2025,Peter Wanjiku,N.G.O,null,Western,Kakamega,Kakamega,Kakamega,Mercy AtiEno,Website,Subaru,Forester,SUV,2024,hybrid,automatic,black,1,3391000,2814000,25%,38000,85000,CASH,pending,delivered,2.5,32,NO,2581250
ORD1163,10/28/2025,null,Winnie Muthoni,Car Dealer,45,Western,Kakamega,Kakamega,Kakamega,Grace Njeri,Tender,Honda,Vezel,CROSSOVER,2015,diesel,automatic,white,1,null,2670000,5%,30000,42000,CHEQUE,paid,in-transit,4.3,2,YES,2869300
LCL1164,3/15/2026,4/2/2026,James Kiptoo,Individual,48,Eastern,Machakos,Athi River,Athi River,Aisha Mohamed,Phone Call,Volkswagen,Golf,HATCHBACK,2020,electric,automatic,silver,1,2444000,1994000,7%,16000,23000,CHEQUE,unpaid,delivered,4.8,34,NO,2288920
LCL1165,null,null,Naomi Mutua,Individual,62,Central,Kiambu,Thika,Thika,Faith,Whatsapp,Isuzu,N-Series,TRUCK,202A,hybrid,automatic,black,3,5165000,4392000,5%,170000,151000,M-PESA,pending,in-transit,4.9,38,Not Provided,5076750
ORD1166,9/11/2025,null,Grace Kimani,N.G.O,32,Central,Kiambu,Thika,Thika,Kevin  Mwangi,Instagram,Toyota,Harrier,SUV,null,hybrid,manual,pearl,1,5067000,4499000,5%,168000,150000,CHEQUE,pending,delivered,4.7,33,Not Provided,4981650
LCL1167,null,3/17/2025,Carol Ochieng,N.G.O,35,Western,Kakamega,Kakamega,Kakamega,Brian Otieno,Phone Call,Toyota,Axio,SEDAN,2021,hybrid/petrol,automatic,green,1,null,1581000,10%,97000,157000,WIRE,paid,held,2.5,24,YES,1767400
Not Provided,2/13/2026,null,John Mugambi,Corporate,61,Western,Kakamega,Kakamega,Kakamega,Grace Njeri,Referral,Toyota,Corolla,SEDAN,2023,diesel,automatic,green,1,2021000,1804000,12%,100000,null,ASSET FINANCING,completed,delivered,4.2,23,NO,1878480
CAR1169,12/21/2025,1/4/2026,Faith Wafula,Government,45,Western,Kakamega,Kakamega,Kakamega,Brian Otieno,Referral,Nissan,Juke,CROSSOVER,2025,electric,manual,blue,1,2200000,1798000,0%,130000,127000,CHEQUE,pending,completed,4.5,28,NO,null
LCL1170,null,6/12/2026,Aisha Mohamed,N.G.O,38,Nairobi,Nairobi,Nairobi,Nairobi,Faith Achieng,Instagram,Toyota,Corolla,SEDAN,2025,hybrid,automatic,white,1,2004000,1785000,12%,140000,155000,M-PESA,refunded,at the yard,2,12,YES,0
CAR1171,null,6/1/2026,Peter Ochieng,Government,47,Coast,Mombasa,Mombasa,Mombasa,Samuel Mutua,Instagram,Subaru,Forester,SUV,2017,diesel,automatic,silver,3,3187000,2661000,2 %,34000,44000,CASH,partially paid,done,3.1,24,Not Provided,9403780
LCL1172,null,null,Aisha Kariuki,Corporate,30,Eastern,Machakos,Athi River,Athi River,Faith Achieng,Referral,Mitsubishi,Canter,TRUCK,2026,petrol,automatic,white,3,3956000,3277000,2%,168000,185000,CASH,partially paid,delivered,3.3,37,NO,4044880
LCL1173,null,null,Joy Chebet,Company,22,Nyanza,Kisumu,Kisumu,Kisumu,Brian Otieno,Referral,Honda,Fit,HATCHBACK,2018,petrol,automatic,red,5,1275000,1105000,null,42000,58000,M-PESA,partially paid,delivered,3.5,8,YES,5779500
ORD1174,3/29/2025,null,Joseph Kimani,N.G.O,43,Nairobi,Nairobi,Nairobi,Nairobi,Mercy  Atieno,Tender,Toyota,Fielder,WAGON,2018,petrol,automatic,red,1,1890000,1700000,10%,36000,57000,ASSET FINANCING,paid,cancelled,2.4,41,NO,1732500
ORD1175,null,null,Winnie Kiptoo,Individual,56,Eastern,Machakos,Athi River,Athi River,Samuel Mutua,Facebook,Toyota,Corolla,SEDAN,1899,electric,automatic,red,1,2015000,1676000,15%,82000,96000,CHEQUE,paid,delivered,2.4,12,NO,1794750
CAR1176,null,12/30/2025,James Wafula,Corporate,null,Eastern,Machakos,Athi River,Athiriver,Mary Wanjiku,Instagram,Mazda,Axela,SEDAN,2024,hybrid,automatic,white,1,1899000,1520000,10%,null,52000,M-PESA,cancelled,cancelled,3.4,16,NO,1935020
CAR1177,null,9/17/2025,Unknown,Car Dealer,60,Western,Kakamega,Kakamega,Kakamega,Brian Otieno,Instagram,Toyota,Hiace,VAN,2025,hybrid,manual,green,1,5612000,4319000,7%,67000,82000,M-PESA,paid,at the yard,null,35,NO,5286160
LCL1178,11/18/2025,null,Carol Achieng,Government,66,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Mary Wanjiku,Instagram,Volkswagen,Tiguan,SUV,2017,petrol,automatic,silver,null,4834000,4,15%,46000,52000,CASH,paid,delivered,4.7,9,NO,20590500
LCL1179,3/10/2026,4/4/2026,John Kiptoo,Corporate,25,Rift Valley,Nakuru,Nakuru,Nakuru,Samuel Mutua,Referral,Nissan,X-Trail,SUV,2020,petrol,manual,green,1,3164000,2506000,10%,33000,60000,M-PESA,paid,on the way,4,17,NO,2880600
LCL1180,2/18/2026,2/27/2026,Kevin Muthoni,Corporate,39,Central,Kiambu,Thika,Thika,Faith Achieng,Referral,Toyota,Prado,SUV,2025,diesel,automatic,pearl,1,7979000,6677000,10%,60000,62000,BANK TRANSFER,paid,delivered,2.5,0,NO,7241100
Not Provided,3/4/2026,10/4/2026,John Kiptoo,Government,42,Westernen,Kakamega,Kakamega,Kakamega,Peter Kiptoo,Instagram,Toyota,LC200,SUV,2017,diesel,automatic,black,1,12156000,10364000,5%,179000,152000,ASSET FINANCING,unpaid,delivered,4.4,38,YES,11727200
ORD1182,1/4/2026,1/18/2026,John Kariuki,Government,23,Central,Kiambu,Thika,Thika,Brian Otieno,Phone Call,Subaru,Outback,WAGON,2020,hybrid,automatic,green,1,4175000,3574000,10%,109000,null,M-PESA,partially paid,delayed,4.7,13,NO,3866500
CAR1183,4/12/2026,5/9/2026,Linda Mwangi,Government,45,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Aisha Mohamed,Facebook,Honda,Fit Hybrid,HATCHBACK,2024,hybrid,automatic,pearl,1,1484000,1170000,5%,45000,76000,BANK TRANSFER,paid,delivered,4.5,30,NO,1454800
Not Provided,2/14/2026,null,Mercy Kariuki,Individual,47,Nairobi,Nairobi,Embakasi,Nairobi,Grace Njeri,Instagram,Mitsubishi,Canter,TRUCK,2025,petrol,automatic,silver,1,3661000,3247000,7%,140000,159000,ASSET FINANCING,pending,at the yard,3.9,26,YES,3540730
LCL1185,null,10/13/2025,Victor Ochieng,Car Dealer,60,Western,Kakamega,Kakamega,Kakamega,Faith  Achieng,Website,Honda,Vezel,CROSSOVER,2021,diesel,automatic,white,4,2635000,2265000,null,74000,111000,ASSET FINANCING,paid,delivered,3.8,11,NO,9033000
LCL1186,5/6/2026,5/25/2026,Aisha Mugambi,Individual,25,Rift Valley,Eldoret,Eldoret,Eldoret,Mary Wanjiku,Whatsapp,Honda,Fit,HATCHBACK,2023,petrol,automatic,silver,1,1343000,1126000,3 %,64000,61000,WIRE,partially paid,delivered,2.3,31,NO,1366710
ORD1187,9/1/2025,9/11/2025,Kevin Otieno,Government,26,Nairobi,Nairobi,Nairobi,Nairobi,Faith Achieng,Tender,Mercedes Benz,C200,SEDAN,2021,diesel,automatic,white,1,null,4789000,0.03,32000,null,M-PESA,cancelled,on the way,3.7,10,NO,0
LC1188,1/2/2025,1/5/2025,Peter Maina,N.G.O,52,Eastern,Machakos,Mlolongo,Athi River,Daniel Kimani,Instagram,Subaru,Outback,WAGON,2024,petrol,automatic,white,1,3558000,3082000,7%,156000,233000,BANK TRANSFER,paid,in-transit,4.8,null,YES,3464940
LCL1189,null,1/22/2026,Hassan Omondi,Car Dealer,55,Central,Kiambu,Thika,Thika,Daniel  Kimani,Referral,Nissan,Navara,PICKUP,2023,petrol,automatic,green,1,4661000,3891000,7%,18000,32000,ASSET FINANCING,partially paid,in-transit,3,33,NO,4350000
LCL1190,11/27/2025,12/19/2025,Grace Otieno,Individual,58,Rift Valley,Nakuru,Nakuru,Nakuru,Grace Njeri,Tender,Honda,Fit,HATCHBACK,2026,petrol,automatic,green,1,1458000,1277000,5%,142000,223000,BANK TRANSFER,cancelled,cancelled,1,21,YES,0
Not Provided,1/11/2025,1/17/2025,Kevin Nyambura,Individual,23,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Peter Kiptoo,Phone Call,Toyota,Prado Tx,SUV,2017,diesel,manual,black,1,6874000,5817000,10 %,86000,97000,CHEQUE,paid,delivered,4.2,28,NO,7647400
LC1192,4/6/2025,null,Mercy Kariuki,Car Dealer,50,Central,Kiambu,Thika,Thika,Grace Njeri,Website,Toyota,Land Cruiser,SUV,202A,petrol,manual,green,1,122420000,9382000,null,170000,null,M-PESA,partially paid,delivered,3.5,15,NO,2283399
